# author: kadrlica@ct13117.ctio.noao.edu
# date: 2016/6/27 18:34:13 UTC
# version: maglites v2.2rc2.dev4
#
# This file was created in preparation for the first observing run.
# It uses the `smash_dither` tiling pattern with offsets (in deg):
# [(0,0), (1.0,0.0), (-1.0,0.0), (0.0,-0.75)]
#
# SMC northern overdensity (NOD) fields were added by hand on 20160627:
# > survey_prepare --smcnod -f smcnod_fields.csv -d smash_dither -p
#
HEX,RA,DEC,FILTER,EXPTIME,TILING,PRIORITY,DATE,AIRMASS,SLEW,MOONANGLE,HOURANGLE
1728,359.9170,-67.0643,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1728,359.9170,-67.0643,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1729,353.2130,-66.1299,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1729,353.2130,-66.1299,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1806,357.0110,-65.8476,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1806,357.0110,-65.8476,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1882,359.0360,-68.6792,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1882,359.0360,-68.6792,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1883,351.8150,-67.6899,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1883,351.8150,-67.6899,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1884,345.4830,-66.2594,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1884,345.4830,-66.2594,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1962,355.9230,-67.4530,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1962,355.9230,-67.4530,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1963,349.3520,-66.2671,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1963,349.3520,-66.2671,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2042,358.0300,-70.2678,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2042,358.0300,-70.2678,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2043,350.2360,-69.2152,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2043,350.2360,-69.2152,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2044,343.5060,-67.7042,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2044,343.5060,-67.7042,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2045,337.9230,-65.8239,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2045,337.9230,-65.8239,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2124,354.6920,-69.0280,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2124,354.6920,-69.0280,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2125,347.6540,-67.7732,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2125,347.6540,-67.7732,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2126,341.6570,-66.1100,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2126,341.6570,-66.1100,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2205,356.8670,-71.8304,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2205,356.8670,-71.8304,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2206,348.4400,-70.7047,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2206,348.4400,-70.7047,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2207,341.2970,-69.1027,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2207,341.2970,-69.1027,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2208,335.4900,-67.1276,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2208,335.4900,-67.1276,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2289,353.2870,-70.5728,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2289,353.2870,-70.5728,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2290,345.7450,-69.2394,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2290,345.7450,-69.2394,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2291,339.4330,-67.4868,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2291,339.4330,-67.4868,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2292,334.3250,-65.4082,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2292,334.3250,-65.4082,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2370,355.5080,-73.3669,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2370,355.5080,-73.3669,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2371,346.3780,-72.1561,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2371,346.3780,-72.1561,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2372,338.8150,-70.4514,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2372,338.8150,-70.4514,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2373,332.8110,-68.3726,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2373,332.8110,-68.3726,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2374,328.1660,-66.0206,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2374,328.1660,-66.0206,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2455,351.6670,-72.0863,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2455,351.6670,-72.0863,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2456,343.5840,-70.6629,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2456,343.5840,-70.6629,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2457,336.9650,-68.8109,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2457,336.9650,-68.8109,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2458,331.7230,-66.6355,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2458,331.7230,-66.6355,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2539,353.8950,-74.8763,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2539,353.8950,-74.8763,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2540,343.9880,-73.5658,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2540,343.9880,-73.5658,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2541,336.0110,-71.7453,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2541,336.0110,-71.7453,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2542,329.8570,-69.5536,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2542,329.8570,-69.5536,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2543,325.2140,-67.1009,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2543,325.2140,-67.1009,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2625,349.7770,-73.5670,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2625,349.7770,-73.5670,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2626,341.1210,-72.0403,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2626,341.1210,-72.0403,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2627,334.2160,-70.0779,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2627,334.2160,-70.0779,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2628,328.8840,-67.7985,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2628,328.8840,-67.7985,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2629,324.8400,-65.2939,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2629,324.8400,-65.2939,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2710,351.9510,-76.3565,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2710,351.9510,-76.3565,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2711,341.1920,-74.9287,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2711,341.1920,-74.9287,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2712,332.8310,-72.9777,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2712,332.8310,-72.9777,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2713,326.5940,-70.6643,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2713,326.5940,-70.6643,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2714,322.0240,-68.1067,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2714,322.0240,-68.1067,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2715,318.7040,-65.3850,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2715,318.7040,-65.3850,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2795,358.8490,-76.0588,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2795,358.8490,-76.0588,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2796,347.5460,-75.0118,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2796,347.5460,-75.0118,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
